age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income,zip-code
ALL,Self-emp-inc,167482,Some College,12,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,>50K,97202
ALL,Private,308239,Some College,10,Never-married,Other-service,Own-child,White,Male,0,0,16,United-States,<=50K,97202
ALL,Private,182117,Some College,10,Never-married,Adm-clerical,Own-child,White,Male,0,0,40,United-States,<=50K,97202
ALL,Private,337766,Some College,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,<=50K,97202
ALL,Private,210525,Some College,10,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,20,United-States,>50K,97202
ALL,Private,72208,Some College,10,Never-married,Adm-clerical,Own-child,Black,Male,0,0,40,United-States,<=50K,97202
ALL,Local-gov,150084,Some College,10,Separated,Protective-serv,Not-in-family,White,Male,0,0,60,United-States,<=50K,97202
ALL,Private,234327,Some College,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K,97202
ALL,Private,116666,Some College,10,Never-married,Sales,Own-child,Asian-Pac-Islander,Male,0,0,8,India,<=50K,97202
ALL,Private,159724,Some College,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,>50K,97202
ALL,Private,104719,Some College,10,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,<=50K,97202
ALL,Private,125527,Some College,10,Never-married,Sales,Not-in-family,White,Male,0,0,50,United-States,<=50K,97202
ALL,Local-gov,248344,Some College,10,Never-married,Other-service,Not-in-family,Black,Male,0,0,30,United-States,<=50K,97202
ALL,?,223732,Some College,10,Separated,?,Unmarried,White,Male,0,0,40,United-States,<=50K,97202
ALL,Private,218490,Some College,12,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,35,United-States,<=50K,97202
ALL,Private,182117,Some College,10,Never-married,Other-service,Own-child,White,Male,0,0,15,United-States,<=50K,97202
ALL,Private,224858,Some College,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,45,United-States,<=50K,97202
ALL,Federal-gov,282830,Some College,12,Married-civ-spouse,Adm-clerical,Husband,Black,Male,0,0,40,United-States,>50K,97202
ALL,Private,108097,Some College,10,Married-civ-spouse,Craft-repair,Husband,White,Male,10566,0,45,United-States,<=50K,97202
ALL,Private,145409,Some College,10,Married-civ-spouse,Transport-moving,Husband,White,Male,15024,0,60,Canada,>50K,97202
ALL,Private,287480,Some College,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K,97202
ALL,Private,235795,Some College,12,Never-married,Sales,Not-in-family,White,Male,0,0,48,United-States,<=50K,97202
ALL,Private,423250,Some College,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,United-States,<=50K,97202
ALL,Federal-gov,110373,Some College,10,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States,>50K,97202
ALL,Private,194772,Some College,12,Married-civ-spouse,Sales,Husband,White,Male,0,1902,40,United-States,>50K,97202
ALL,Private,159187,Some College,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K,97202
ALL,Private,176756,Some College,10,Married-civ-spouse,Adm-clerical,Husband,Black,Male,0,1485,70,United-States,>50K,97202
ALL,Private,148948,Some College,10,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,45,United-States,<=50K,97202
ALL,?,32732,Some College,10,Never-married,?,Own-child,White,Male,0,0,50,United-States,<=50K,97202
ALL,Private,248178,Some College,10,Married-civ-spouse,Other-service,Husband,Black,Male,0,0,35,United-States,<=50K,97202
ALL,Private,202182,Some College,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,<=50K,97202
ALL,Private,197387,Some College,10,Never-married,Handlers-cleaners,Other-relative,White,Male,0,0,24,Mexico,<=50K,97202
ALL,Private,70261,Some College,10,Never-married,Other-service,Own-child,White,Male,0,0,30,United-States,<=50K,97202
ALL,Self-emp-not-inc,281678,Some College,11,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,55,United-States,<=50K,97202
ALL,Self-emp-inc,98051,Some College,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,54,United-States,>50K,97202
ALL,Private,215917,Some College,10,Married-civ-spouse,Sales,Husband,Asian-Pac-Islander,Male,0,0,40,Philippines,<=50K,97202
ALL,Private,157747,Some College,12,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,<=50K,97202
ALL,Private,220690,Some College,10,Divorced,Craft-repair,Not-in-family,White,Male,0,0,80,United-States,<=50K,97202
ALL,Self-emp-not-inc,174533,Some College,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K,97202
ALL,Private,180985,Some College,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,60,United-States,>50K,97202
ALL,Self-emp-not-inc,127961,Some College,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,45,United-States,>50K,97202
ALL,Private,281704,Some College,10,Never-married,Other-service,Not-in-family,White,Male,0,0,35,United-States,<=50K,97202
ALL,Private,205424,Some College,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,65,United-States,>50K,97202
ALL,Private,169711,Some College,11,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,Germany,>50K,97202
ALL,Private,194580,Some College,11,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,<=50K,97202
ALL,Private,43716,Some College,11,Divorced,Machine-op-inspct,Unmarried,White,Male,0,0,43,United-States,<=50K,97202
ALL,Private,82998,Some College,10,Never-married,Sales,Not-in-family,White,Male,0,0,30,United-States,<=50K,97202
ALL,?,353881,Some College,11,Married-civ-spouse,?,Husband,White,Male,3103,0,60,United-States,>50K,97202
ALL,Private,218678,Some College,10,Never-married,Sales,Not-in-family,White,Male,0,0,49,United-States,<=50K,97202
ALL,Private,208946,Some College,10,Never-married,Adm-clerical,Own-child,White,Male,0,0,25,United-States,<=50K,97202
ALL,Private,791084,Some College,10,Never-married,Craft-repair,Own-child,White,Male,0,0,50,United-States,<=50K,97202
ALL,Private,112176,Some College,10,Divorced,Sales,Own-child,White,Male,0,0,30,United-States,<=50K,97202
ALL,Local-gov,214242,Some College,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K,97202
ALL,Federal-gov,172046,Some College,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K,97202
ALL,State-gov,157541,Some College,10,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,10,United-States,<=50K,97202
ALL,Private,220269,Some College,10,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States,>50K,97202
ALL,Private,215477,Some College,10,Never-married,Transport-moving,Own-child,White,Male,0,0,40,United-States,<=50K,97202
ALL,Private,354739,Some College,11,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,0,0,36,Philippines,>50K,97202
ALL,Private,79649,Some College,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,<=50K,97202
ALL,Private,34590,Some College,10,Never-married,Farming-fishing,Own-child,White,Male,0,0,60,United-States,<=50K,97202
ALL,Local-gov,247807,Some College,11,Never-married,Protective-serv,Not-in-family,White,Male,0,0,40,United-States,>50K,97202
ALL,Private,116677,Some College,10,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,<=50K,97202
ALL,Private,287548,Some College,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,55,United-States,>50K,97202
ALL,Private,221172,Some College,12,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,>50K,97202
ALL,Self-emp-inc,121352,Some College,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,<=50K,97202
ALL,Private,312771,Some College,11,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,>50K,97202
ALL,Private,161092,Some College,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,7298,0,40,United-States,>50K,97202
ALL,Private,134890,Some College,11,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40,United-States,>50K,97202
ALL,Private,227778,Some College,11,Never-married,Other-service,Other-relative,Black,Male,0,0,40,United-States,<=50K,97202
ALL,Private,73585,Some College,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K,97202
ALL,Private,61956,Some College,10,Never-married,Transport-moving,Not-in-family,White,Male,0,0,50,United-States,<=50K,97202
ALL,Private,224658,Some College,10,Married-civ-spouse,Sales,Other-relative,White,Male,0,0,40,United-States,<=50K,97202
ALL,?,143995,Some College,10,Never-married,?,Own-child,Black,Male,0,0,20,United-States,<=50K,97202
ALL,Private,123598,Some College,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,48,United-States,>50K,97202
ALL,Private,130793,Some College,10,Divorced,Other-service,Not-in-family,White,Male,0,0,30,United-States,<=50K,97202
ALL,Private,172666,Some College,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K,97202
ALL,Private,199031,Some College,10,Divorced,Transport-moving,Own-child,White,Male,0,1380,40,United-States,<=50K,97202
ALL,Private,220511,Some College,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K,97202
ALL,Private,112706,Some College,11,Never-married,Tech-support,Own-child,White,Male,0,0,40,United-States,<=50K,97202
ALL,Self-emp-not-inc,289741,Some College,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,20,United-States,<=50K,97202
ALL,Local-gov,165822,Some College,10,Divorced,Transport-moving,Unmarried,White,Male,0,0,40,United-States,<=50K,97202
ALL,Self-emp-not-inc,72257,Some College,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,<=50K,97202
ALL,Private,25955,Some College,10,Never-married,Craft-repair,Own-child,Amer-Indian-Eskimo,Male,0,0,40,United-States,<=50K,97202
ALL,Private,329733,Some College,10,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,40,United-States,<=50K,97202
ALL,Private,539563,Some College,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States,>50K,97202
ALL,Private,381153,Some College,10,Never-married,Exec-managerial,Unmarried,White,Male,0,0,60,United-States,<=50K,97202
ALL,Local-gov,189878,Some College,10,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,60,United-States,<=50K,97202
ALL,Private,721161,Some College,10,Separated,Machine-op-inspct,Not-in-family,Black,Male,0,0,40,United-States,<=50K,97202
ALL,Self-emp-not-inc,139212,Some College,10,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K,97202
ALL,Private,176335,Some College,10,Never-married,Transport-moving,Not-in-family,White,Male,0,0,40,United-States,<=50K,97202
ALL,Private,184813,Some College,10,Never-married,Adm-clerical,Own-child,White,Male,0,0,40,United-States,<=50K,97202
ALL,Private,339773,Some College,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K,97202
ALL,Private,152420,Some College,10,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,0,0,50,United-States,<=50K,97202
ALL,Private,355918,Some College,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,65,United-States,>50K,97202
ALL,Private,101192,Some College,10,Never-married,Other-service,Not-in-family,White,Male,0,0,40,United-States,<=50K,97202
ALL,Private,103651,Some College,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K,97202
ALL,Self-emp-not-inc,142573,Some College,10,Never-married,Craft-repair,Not-in-family,White,Male,0,0,25,United-States,<=50K,97202
ALL,Self-emp-not-inc,89942,Some College,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K,97202
ALL,Self-emp-inc,202027,Some College,10,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,60,United-States,<=50K,97202
ALL,Private,121718,Some College,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,Italy,<=50K,97202
ALL,Private,204235,Some College,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K,97202
ALL,Private,165930,Some College,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,<=50K,97202
ALL,Self-emp-not-inc,115705,Some College,10,Never-married,Sales,Not-in-family,White,Male,0,0,50,United-States,<=50K,97202
ALL,Private,44006,Some College,11,Divorced,Transport-moving,Not-in-family,White,Male,0,0,40,United-States,<=50K,97202
ALL,Private,119098,Some College,11,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K,97202
ALL,Self-emp-not-inc,171924,Some College,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,<=50K,97202
ALL,Private,340982,Some College,10,Married-civ-spouse,Machine-op-inspct,Husband,Asian-Pac-Islander,Male,3103,0,40,Philippines,>50K,97202
ALL,Local-gov,240979,Some College,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,60,United-States,>50K,97202
ALL,Private,112383,Some College,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,<=50K,97202
ALL,Self-emp-inc,21626,Some College,11,Divorced,Sales,Not-in-family,White,Male,2202,0,56,United-States,<=50K,97202
ALL,State-gov,173020,Some College,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K,97202
ALL,Local-gov,121998,Some College,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024,0,40,United-States,>50K,97202
ALL,Private,208391,Some College,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,>50K,97202
ALL,Private,142022,Some College,10,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,50,United-States,<=50K,97202
ALL,Private,133503,Some College,10,Divorced,Transport-moving,Not-in-family,White,Male,2174,0,40,United-States,<=50K,97202
ALL,?,34307,Some College,10,Never-married,?,Not-in-family,White,Male,0,0,40,United-States,<=50K,97202
ALL,Private,158046,Some College,10,Married-civ-spouse,Sales,Husband,White,Male,5013,0,70,United-States,<=50K,97202
ALL,Private,234386,Some College,12,Divorced,Craft-repair,Not-in-family,White,Male,0,0,50,United-States,<=50K,97202
ALL,Private,261023,Some College,10,Divorced,Machine-op-inspct,Unmarried,White,Male,0,0,50,United-States,<=50K,97202
ALL,Private,142707,Some College,11,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K,97202
ALL,Private,164190,Some College,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1902,38,United-States,>50K,97202
ALL,Private,45687,Some College,10,Divorced,Other-service,Not-in-family,Black,Male,4787,0,50,United-States,>50K,97202
ALL,Federal-gov,339002,Some College,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K,97202
ALL,Local-gov,92431,Some College,10,Never-married,Protective-serv,Not-in-family,White,Male,0,2231,40,United-States,>50K,97202
ALL,Self-emp-inc,56236,Some College,10,Never-married,Exec-managerial,Not-in-family,Black,Male,2202,0,45,United-States,<=50K,97202
ALL,Private,56269,Some College,10,Never-married,Craft-repair,Own-child,Black,Male,0,0,40,United-States,<=50K,97202
ALL,Private,84306,Some College,10,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,<=50K,97202
ALL,Private,37072,Some College,10,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K,97202
ALL,Private,280618,Some College,10,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,<=50K,97202
ALL,Private,548580,Some College,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,Guatemala,<=50K,97202
ALL,Private,190719,Some College,10,Divorced,Sales,Not-in-family,White,Male,0,0,45,United-States,<=50K,97202
ALL,Private,312017,Some College,10,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K,97202
ALL,Private,252168,Some College,10,Never-married,Other-service,Not-in-family,Black,Male,0,0,40,United-States,<=50K,97202
ALL,Private,188950,Some College,11,Never-married,Sales,Own-child,White,Male,0,0,40,United-States,<=50K,97202
ALL,Self-emp-inc,150533,Some College,12,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,<=50K,97202
ALL,Private,147863,Some College,11,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,5013,0,40,Vietnam,<=50K,97202
ALL,Private,131826,Some College,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,>50K,97202
ALL,Private,318082,Some College,10,Never-married,Sales,Own-child,White,Male,0,0,35,United-States,<=50K,97202
ALL,Private,33669,Some College,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,60,United-States,<=50K,97202
ALL,Private,405577,Some College,10,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States,<=50K,97202
ALL,Self-emp-inc,61040,Some College,10,Married-civ-spouse,Sales,Husband,White,Male,7688,0,36,United-States,>50K,97202
ALL,Private,164243,Some College,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1579,40,United-States,<=50K,97202
ALL,Private,184813,Some College,10,Married-civ-spouse,Other-service,Husband,White,Male,0,0,20,United-States,<=50K,97202
ALL,Private,174714,Some College,10,Never-married,Other-service,Own-child,White,Male,0,0,20,United-States,<=50K,97202
ALL,Federal-gov,161463,Some College,10,Married-civ-spouse,Other-service,Husband,Black,Male,0,0,40,United-States,<=50K,97202
ALL,Private,228493,Some College,10,Never-married,Sales,Own-child,White,Male,0,0,48,United-States,<=50K,97202
ALL,Private,276087,Some College,11,Married-civ-spouse,Other-service,Husband,White,Male,0,0,26,United-States,<=50K,97202
